Token,Frequency,POS,Observed_Verb_Forms
amar,1278,VERB,"amo:419, ama:315, amaba:146, amar:136, aman:98, amado:52, amó:21, amaré:18, amas:18, amaban:11, amará:10, amada:10, amadas:4, amara:4, amando:3, amados:3, amaron:3, amarán:2, amaría:2, améis:1, amemos:1, amamos:1"
mientras,1273,SCONJ,
café,1267,NOUN,café:3
libros,1252,NOUN,
soler,1249,VERB,"solía:437, suele:358, suelen:215, suelo:127, solían:46, solemos:38, solíamos:19, soléis:7, solido:1, solida:1"
palabras,1228,NOUN,
quien,1224,PRON,
hijo,1220,NOUN,hijo:1
amor,1216,NOUN,amor:2
idea,1204,NOUN,
unos,1198,DET,
estas,1193,DET,
cinco,1190,NUM,
miedo,1188,NOUN,
padres,1173,NOUN,
conmigo,1170,PRON,
gato,1165,NOUN,gato:3
clase,1164,NOUN,
nueva,1163,ADJ,
realmente,1160,ADV,
cosa,1160,NOUN,
pagar,1158,VERB,"pagar:450, paga:113, pagó:93, pagan:91, pagado:74, pagué:47, pagaré:39, pago:31, pagando:31, pagamos:30, pagará:24, pagas:22, pagaron:21, paguen:20, pague:16, pagaría:12, pagarán:12, pagaremos:8, pagaba:5, pagada:3, paguemos:3, pagaran:3, pagarían:2, pagara:2, pagados:2, pagues:1, pagarás:1, pagasen:1, pagaban:1"
ojos,1153,NOUN,
cuenta,1153,NOUN,
correr,1153,VERB,"correr:308, corriendo:279, corre:226, corrió:162, corren:42, corría:41, corrieron:22, corrido:18, corro:13, corres:13, corrimos:12, corrían:4, correría:3, correrá:3, correrán:2, correré:2, corriera:1, curra:1, corremos:1"
diez,1152,NUM,
mano,1144,NOUN,
horas,1144,NOUN,
historia,1141,NOUN,
olvidar,1140,VERB,"olvidado:267, olvidó:253, olvidar:169, olvida:101, olvide:94, olvidaré:69, olvidaron:27, olvidará:21, olvidan:19, olviden:18, olvidando:16, olvido:15, olvidé:12, olvidas:12, olvidemos:12, olvides:10, olvidaba:6, olvidaría:6, olvidara:6, olvidá:2, olvidada:2, olvidarán:1, olvidados:1, olvidaran:1"
abrir,1140,VERB,"abrir:313, abrió:271, abre:220, abra:71, abierto:55, abrieron:41, abriendo:35, abren:28, abrirá:24, abro:19, abran:10, abramos:8, abrirán:6, abierta:5, abrían:5, abriría:4, abrigan:2, abriese:1, abriera:1, abres:1, abiertos:1, abrieran:1"
algunos,1139,DET,
contra,1129,ADP,
hermana,1125,NOUN,
gracias,1120,NOUN,
entonces,1119,ADV,
fácil,1114,ADJ,
fiesta,1110,NOUN,
familia,1107,NOUN,
rápido,1105,ADJ,
mayor,1092,ADJ,
encantar,1092,VERB,"encanta:650, encantan:229, encantaría:77, encantaba:58, encantó:30, encantaban:12, encantará:11, encantar:10, encantado:9, encantaron:2, encantas:2, encantara:1, encantando:1"
pasado,1083,ADJ,
tren,1082,NOUN,
música,1078,NOUN,
primera,1075,ADJ,
problemas,1067,NOUN,
importante,1062,ADJ,
llover,1054,VERB,"llover:324, llueve:278, lloviendo:210, llovió:98, lloverá:53, llovido:41, llovía:38, llovería:5, llovieron:2, llueven:2, lloviese:1, lluvió:1"
vas,1053,NOUN,vas:2
carta,1051,NOUN,
tal,1050,NOUN,
profesor,1044,NOUN,
tipo,1043,NOUN,
mucha,1041,DET,
contigo,1040,PRON,contigo:20
ningún,1037,DET,
importar,1036,VERB,"importa:744, importar:100, importaría:78, importan:34, importaba:30, importas:9, importó:9, importara:8, importado:7, importará:6, importo:3, importando:2, importen:1, importaron:1, importase:1, importamos:1, importaban:1, importe:1"
comenzar,1036,VERB,"comenzó:373, comienza:167, comenzar:158, comenzaron:82, comenzado:69, comienzan:38, comenzando:29, comenzará:20, comenzarán:18, comenzaba:17, comenzamos:16, comenzaremos:13, comience:8, comenzaré:7, comenzara:7, comenzaban:5, comenzaría:3, comencemos:3, comencé:1, comenzaran:1, comenzasen:1"
camino,1036,NOUN,
recordar,1032,VERB,"recuerdo:398, recuerda:225, recordar:225, recordó:37, recordaba:25, recuerde:23, recuerdan:16, recordado:15, recordaré:13, recordamos:11, recordando:9, recordará:8, recordaría:5, recordaban:4, recuerdes:4, recuerden:4, recordé:2, recordaron:2, recordada:1, recordadas:1, recordados:1, recuerdas:1, recordara:1, recordaran:1"
ayuda,1027,NOUN,
tierra,1024,NOUN,
joven,1019,ADJ,
palabra,1012,NOUN,
forma,1009,NOUN,
bastante,995,ADV,
hijos,991,NOUN,
lengua,991,NOUN,
sino,990,CCONJ,
cabeza,985,NOUN,
cama,982,NOUN,
razón,981,NOUN,razón:1
sol,977,NOUN,
ocurrir,974,VERB,"ocurrió:358, ocurre:157, ocurrido:112, ocurrir:104, ocurra:79, ocurren:45, ocurrirá:36, ocurriendo:30, ocurriría:18, ocurriera:13, ocurría:12, ocurrieron:9, ocurriese:1"
cerca,969,ADV,
menudo,969,NOUN,
traer,966,VERB,"trae:209, trajo:187, traer:165, traído:139, traen:44, trajeron:33, traeré:31, traigo:30, traía:28, traerá:26, traes:19, trayendo:15, trago:9, trajera:7, traían:6, traerán:5, trajiste:3, traería:3, traemos:2, traída:2, traídas:1, traídos:1, tragamos:1"
fin,965,NOUN,
ellas,959,PRON,
cantar,945,VERB,"cantar:398, canta:151, cantando:130, cantó:78, cantaba:36, cantan:32, cantaron:24, cantaban:21, cantado:19, canto:10, cantara:10, cantaré:9, cantará:5, canten:5, canté:4, cantamos:3, cantas:3, cantaría:3, cantarán:1, cantase:1, cantaran:1"
cualquier,944,DET,
quieres,937,NOUN,quieres:40
otros,931,PRON,
japón,931,PROPN,
lado,930,NOUN,
algún,930,DET,
idioma,930,NOUN,idioma:1
corazón,929,NOUN,corazón:1
hacia,921,ADP,
teléfono,915,NOUN,
algunas,912,DET,
decidir,911,VERB,"decidió:305, decidido:175, decidí:129, decidir:107, decidieron:71, decidimos:37, decide:26, decides:12, decida:10, deciden:10, decidiendo:6, decidiera:4, decidirá:3, decidamos:3, decidiré:2, decidiría:2, decidirán:2, decidan:2, decidieran:1, decidida:1, decidían:1, decididas:1, decidía:1"
policía,909,NOUN,
cuatro,905,NUM,
e,900,CCONJ,
mesa,900,NOUN,
recibir,899,VERB,"recibió:212, recibir:180, recibido:140, recibí:126, recibe:53, recibieron:39, reciben:29, recibimos:27, recibiendo:20, recibirá:13, reciba:10, recibía:9, recibiste:9, reciban:5, recibidos:4, recibo:4, recibes:3, recibían:3, recibirán:3, recibiera:3, recibiré:3, recibiremos:2, recibidas:1, recibiría:1"
frío,883,NOUN,
acuerdo,882,NOUN,acuerdo:20
hombres,881,NOUN,
pueblo,877,NOUN,
cuanto,876,NOUN,
ninguna,875,DET,
deberías,874,NOUN,deberías:1
muerte,871,NOUN,
existir,871,VERB,"existe:400, existen:257, existir:68, existido:31, existía:23, exista:22, existan:15, existían:10, existimos:8, existió:8, existiendo:7, existirá:6, existieran:5, existiría:4, existiese:4, existieron:3"
guerra,870,NOUN,
película,866,NOUN,
costar,866,VERB,"cuesta:444, costó:170, costará:60, cuestan:46, costaba:34, costar:33, costado:26, cueste:20, costaría:12, costaron:10, costando:6, costarán:2, costara:2, costa:1"
accidente,865,NOUN,
visitar,864,VERB,"visitar:360, visitado:95, visitó:86, visité:84, visita:50, visitamos:32, visitaré:25, visitan:21, visitando:17, visitaba:16, visitaron:15, visitará:13, visito:8, visitaremos:6, visitara:5, visite:5, visitas:5, visitaría:5, visitemos:4, visitaste:4, visiten:4, visitada:2, visitaban:2"
punto,860,NOUN,
llorar,852,VERB,"llorar:421, llorando:183, lloró:75, lloraba:50, llora:27, lloran:27, llorado:26, lloramos:11, lloraron:6, llore:4, llorará:4, lloraban:3, lloras:3, lloraré:3, lloraría:2, llorara:2, lloren:2, llorarán:2, lloro:1"
aquel,851,DET,
número,851,NOUN,
río,846,NOUN,río:3
levantar,845,VERB,"levantó:209, levanta:134, levantar:102, levanté:87, levantado:79, levanto:75, levantas:31, levantando:25, levantaron:24, levantan:20, levantaba:16, levantamos:15, levante:7, levanten:5, levantaré:5, levantaría:3, levantara:3, levantase:2, levantará:2, levantaban:1"
crees,844,NOUN,crees:319
conducir,843,VERB,"conducir:457, conduce:113, conduciendo:52, condujo:50, conduzco:29, conducen:27, conducía:26, conducido:19, conduzca:19, condujera:15, conducirá:9, conduciré:7, condujeron:6, conduzcan:4, conduciría:3, conduces:3, conducida:1, conducirán:1, condujese:1, conducían:1"
john,834,PROPN,john:2
nadar,834,VERB,"nadar:662, nadando:92, nadan:24, nadaba:23, nadaron:7, nadó:5, nadaban:5, nadado:5, nadas:2, nadaran:2, nadara:2, nadaste:2, nadase:1, nadéis:1, nada:1"
misma,833,DET,
manera,833,NOUN,
luz,832,NOUN,luz:2
desear,831,VERB,"deseo:195, desearía:185, desea:137, deseando:86, desean:61, desear:46, deseaba:33, deseamos:29, deseó:21, desee:15, deseado:7, deseaban:4, desearon:3, deseen:2, deseas:2, deseara:1, deseada:1, desearían:1, deseará:1, deseados:1"
bajo,831,ADP,bajo:3
auto,829,NOUN,auto:1
echar,828,VERB,"echar:167, echó:160, echa:89, echado:82, echaron:60, echan:40, echamos:36, echando:35, echas:32, echaré:29, echaba:25, echo:22, eche:12, echarán:7, echará:7, echaría:5, echaban:5, echara:5, echen:4, echaran:3, echadas:1, echaste:1, echada:1"
sacar,827,VERB,"sacó:267, sacar:221, saca:93, sacado:68, sacaron:41, sacando:22, saque:17, sacamos:16, saquen:13, saqué:10, sacas:9, sacaba:8, sacara:7, sacan:7, saco:5, sacaría:4, sacaban:4, sacarán:4, sacadas:3, sacase:2, sacaremos:2, sacará:1, sacados:1, sacada:1, sacaré:1"
temprano,826,ADV,
romper,824,VERB,"rompió:375, romper:138, roto:132, rompe:64, rompieron:30, rompiendo:18, rompa:16, rompen:10, rompería:9, romperá:8, rompiste:6, rompimos:5, rompes:5, rompía:3, rompiera:3, rotas:1, rompían:1"
fuerte,814,ADJ,
preferir,813,VERB,"prefiero:449, preferiría:146, prefiere:106, prefieren:47, prefería:20, preferimos:14, preferido:9, prefirió:6, prefiera:3, preferí:3, preferían:3, preferir:2, prefirieron:1, prefirieran:1, prefiriendo:1, preferiríamos:1, prefierieron:1"
matar,810,VERB,"matar:239, mató:190, matado:88, mataron:61, matando:45, mata:36, matan:31, matarán:22, mataré:20, mato:18, mataría:15, matará:10, mate:7, maten:6, matamos:5, mataban:4, matara:4, matase:2, matas:2, mataba:1, matasen:1, matados:1, matás:1, matadas:1"
cara,806,NOUN,
posible,806,ADJ,
único,805,ADJ,
final,801,NOUN,
caminar,799,VERB,"caminar:345, caminando:156, camina:63, caminó:52, caminaba:51, caminamos:31, caminan:18, caminaron:18, caminas:16, caminaban:13, caminado:11, camine:5, caminemos:4, caminaré:3, caminará:3, caminéis:2, caminaremos:2, caminara:1, caminaría:1, caminarán:1, camino:1"
aunque,796,SCONJ,
manos,795,NOUN,
sueño,793,NOUN,
leche,785,NOUN,
calle,785,NOUN,
pelo,784,NOUN,
mes,784,NOUN,
realidad,781,NOUN,realidad:1
minutos,779,NOUN,
alto,774,ADJ,
verano,769,NOUN,
cerrar,767,VERB,"cierra:224, cerrar:208, cerró:120, cerrado:40, cierre:34, cerraron:23, cerrando:19, cierran:18, cierren:18, cerrá:12, cerramos:9, cerrara:7, cierro:7, cerrará:6, cierras:4, cerrada:4, cerraba:3, cerrarán:3, cerrase:2, cerradas:2, cerraré:2, cerraban:1, cerré:1"
hecho,757,NOUN,
resultar,753,VERB,"resulta:271, resultó:232, resultar:56, resultaron:42, resultan:36, resultaba:35, resultado:17, resultará:15, resultaría:13, resultaban:11, resulte:9, resultando:8, resultara:2, resultarán:2, resulten:1, resultas:1, resultamos:1, resultes:1"
cuántos,744,DET,
pequeño,742,ADJ,
estación,742,NOUN,
pan,741,NOUN,
mujeres,741,NOUN,
vender,739,VERB,"vende:175, vender:151, venden:131, vendió:85, vendido:59, vendiendo:40, vendí:38, vendían:11, vendida:9, vendería:7, vendía:5, venderá:5, venderán:4, vendimos:4, vendas:3, venda:3, vendidos:2, vendidas:2, vendemos:2, vendes:2, vendan:1"
última,737,ADJ,
conseguir,736,VERB,"conseguir:296, consiguió:149, conseguido:84, consigue:63, conseguimos:30, conseguía:17, consiguieron:17, conseguirá:17, consiga:13, consiguen:13, consigues:7, consigo:6, conseguiste:4, conseguiría:4, conseguirán:3, consiguiera:3, consigan:3, consiguiendo:3, conseguían:3, consiguiese:1"
responder,735,VERB,"responder:301, respondió:224, responde:59, respondido:43, respondieron:26, respondí:12, responderé:12, respondiendo:9, responden:8, respondía:8, respondas:6, responderá:6, respondes:5, respondida:3, respondían:3, respondan:3, respondidas:1, responderán:1, responda:1, respondimos:1, respondería:1, responderemos:1"
cierto,734,ADJ,
enseñar,733,VERB,"enseñó:178, enseñar:164, enseña:93, enseñado:57, enseñando:43, enseñaré:36, enseñan:27, enseñé:26, enseñaron:23, enseño:15, enseñas:14, enseñaba:13, enseñe:11, enseñara:10, enseñará:10, enseñaremos:3, enseñaría:2, enseñen:2, enseñaste:2, enseñase:1, enseñados:1, enseñaban:1, enseñada:1"
primer,732,ADJ,
unas,732,DET,
edad,727,NOUN,
medio,717,NOUN,
pesar,716,NOUN,"pesa:91, pesan:11, peso:10, pesado:10, pesada:9, pesaba:9, pesó:8, pesar:6, pesando:4, pesaron:2, pesaría:1, pesamos:1, pesadas:1, pesaban:1"
examen,716,NOUN,
lograr,715,VERB,"logró:187, logrado:100, lograr:97, logro:87, lograron:58, logra:50, logramos:41, lograba:26, logran:18, logrará:17, lograré:6, logre:5, lograra:5, logren:3, logrando:3, lograrán:3, lograse:3, lograría:2, lograremos:1, lograban:1, logré:1, lograran:1"
estados,714,PROPN,
pregunta,714,NOUN,
médico,713,NOUN,
juego,712,NOUN,
chica,710,NOUN,
nuestros,706,DET,
ropa,705,NOUN,
anoche,705,ADV,
andar,704,VERB,"andar:204, anda:185, andando:140, andaba:50, andan:42, andá:33, anduvo:12, andado:9, andará:4, anduvieron:4, andas:3, andaré:3, anduve:3, anduviera:2, andaban:2, andaron:2, andaría:1, andamos:1"
cuidado,703,NOUN,
hija,700,NOUN,
esposa,699,NOUN,
suficiente,698,ADJ,
juntos,696,ADJ,
caso,695,NOUN,caso:3
fumar,690,VERB,"fumar:497, fuma:64, fumando:30, fumo:22, fumaba:19, fumó:15, fuman:9, fumado:8, fumara:5, fumas:5, fumamos:4, fumaré:4, fumaron:3, fumen:1, fumaban:1"
viejo,688,ADJ,
televisión,687,NOUN,
casar,685,VERB,"casó:215, casar:129, casado:88, casaron:50, casé:39, casa:34, casan:23, casará:17, casara:15, case:12, casaré:12, casada:10, casaría:7, casamos:6, casarán:6, casas:6, casase:4, caso:4, casando:3, casaran:3, casados:1, casaba:1"
error,685,NOUN,
robar,685,VERB,"robó:167, robaron:147, robado:145, robar:91, robando:35, roba:24, robada:10, roban:10, robé:9, robaba:5, robamos:5, robados:4, robaría:4, robe:4, robaste:4, robarán:3, robaban:2, robas:2, robase:1, robo:1, robaré:1, roben:1, robadas:1"
ventana,684,NOUN,
aceptar,681,VERB,"aceptar:219, aceptó:114, acepta:48, acepto:45, aceptado:43, aceptamos:30, aceptaron:28, aceptan:25, aceptaría:23, acepte:19, aceptará:14, aceptada:10, acepté:10, aceptaré:9, aceptara:8, acepten:7, aceptarán:5, aceptando:4, aceptaba:4, aceptas:4, aceptaban:3, aceptadas:3, aceptaran:2, aceptase:2, aceptarían:1, aceptás:1"
unidos,676,PROPN,
mar,673,NOUN,"mando:12, man:1"
español,673,NOUN,
coger,673,VERB,"coger:202, cogió:149, coge:118, cogido:73, cogí:49, cogieron:20, cogiendo:17, cogen:8, cojo:5, coges:5, cogerá:5, cogimos:4, cogemos:4, cogida:3, cojan:3, cojáis:2, cogía:1, cogiera:1, cogeremos:1, cogidos:1, cogería:1, cogidas:1"
situación,672,NOUN,
valer,668,VERB,"vale:562, valen:35, valió:23, valga:20, valdrá:7, valer:4, valía:4, valdría:3, valdrán:2, valiendo:2, valido:2, valieron:2, valían:1, valiese:1"
subir,668,VERB,"subir:169, subió:148, sube:73, subido:64, subiendo:54, subieron:33, suba:26, subimos:20, suben:17, subía:11, suban:10, subí:9, subes:9, subirán:6, subirá:5, subiría:5, subían:2, subamos:2, subiremos:2, subiera:1, subieran:1, subiste:1"
mantener,663,VERB,"mantener:245, mantiene:95, mantuvo:88, mantienen:34, mantenía:26, mantenga:24, mantenido:24, mantuvieron:21, mantengo:19, manteniendo:17, mantengan:14, mantendrá:12, mantuviera:9, mantenemos:8, mantuve:7, mantenían:6, mantendrán:4, mantendría:3, mantenidas:2, mantienes:2, mantendré:2, mantuvieran:1"
viajar,662,VERB,"viajar:381, viaja:60, viajó:49, viajando:33, viajado:30, viajan:23, viajo:14, viajaré:13, viajaba:11, viajé:9, viajas:8, viajaron:8, viajaban:4, viajaremos:4, viajará:4, viajaría:3, viajarán:3, viaje:2, viajara:2, viajéis:1"
seis,660,NUM,
falta,659,NOUN,
españa,655,PROPN,
frase,654,NOUN,
tatoeba,653,NOUN,
media,653,NUM,
largo,652,ADJ,largo:3
sonar,651,VERB,"suena:278, sonó:135, sonar:74, suenan:36, sonando:35, sonaba:29, suene:26, sonado:15, sonaban:6, sonará:4, sonaron:4, sonara:2, sueno:2, sonamos:1, sonasen:1, sonaría:1, suenen:1"
sola,651,ADJ,
cuarto,650,ADJ,
calor,645,NOUN,
primero,645,ADV,
tienda,644,NOUN,
jamás,643,ADV,
sentar,639,VERB,"sentó:235, sienta:96, sentar:50, sentaron:46, sientas:46, sentado:45, senté:38, sentamos:28, sientan:19, sentaba:11, sentaré:5, sentando:4, sentase:3, sentará:3, sentaría:3, sentara:2, sentaban:2, sientes:1, sentados:1, sintamos:1"
fuera,638,ADV,
reloj,637,NOUN,
traducir,636,VERB,"traducir:343, tradujo:63, traduce:51, traducido:48, traduzco:19, traduciendo:16, traduzca:16, traducida:16, traducen:12, traduciría:9, traduje:7, traducidas:6, traduzcan:6, traducirá:6, traducimos:5, tradujeron:4, tradujera:2, traducía:2, traduciré:2, traducirán:1, tradujese:1, traducirían:1"
viaje,636,NOUN,
nacer,635,VERB,"nació:374, nacido:62, nace:58, nacer:54, nacieron:35, nacen:24, naciera:8, nacería:5, nacerá:5, nazca:3, naciendo:2, nacemos:1, nací:1, naciese:1, naciste:1, nacía:1"
cielo,634,NOUN,
esos,633,DET,
lejos,630,ADV,
plan,629,NOUN,
sami,628,NOUN,
ganas,628,NOUN,ganas:7
mío,627,DET,mío:16
funcionar,627,VERB,"funciona:335, funcionar:78, funcionan:56, funcionó:42, funcionará:34, funcionando:32, funcionaba:22, funcione:7, funcionara:5, funcionado:4, funcionaría:4, funcionaban:4, funcionen:3, funcionaron:1"
carne,626,NOUN,
dolor,623,NOUN,
dentro,623,ADV,
animales,622,NOUN,
vosotros,622,NOUN,
jardín,622,NOUN,
zapatos,620,NOUN,
árbol,619,NOUN,
frases,619,NOUN,
suerte,618,NOUN,suerte:4
mayoría,613,NOUN,
comar,611,VERB,"come:345, comen:167, coma:38, comas:31, coman:29, comamos:1"
respuesta,610,NOUN,
grandes,609,ADJ,
confiar,609,VERB,"confiar:258, confío:124, confía:89, confían:25, confiaba:24, confiado:18, confió:14, confiamos:13, confíe:12, confiaban:7, confiaría:6, confié:6, confiando:3, confiaron:2, confiaré:2, confiaste:2, confiara:2, confíen:2"
flores,608,NOUN,
regresar,604,VERB,"regresar:146, regresó:143, regresado:73, regresa:47, regresará:32, regrese:29, regresaron:27, regresaré:21, regresarán:13, regresaría:12, regresan:12, regresamos:12, regresara:8, regresando:7, regresas:5, regresé:4, regreso:3, regresaba:2, regresaran:2, regreses:2, regresaban:2, regresá:1, regresemos:1"
libre,603,ADJ,
lunes,599,NOUN,
faltar,599,VERB,"falta:317, faltan:103, faltaba:41, faltó:31, faltar:23, faltado:17, falte:17, faltaban:10, faltaron:9, faltara:8, faltando:5, faltará:4, falto:3, faltas:3, faltaré:1, faltaría:1, faltamos:1, faltarán:1"
allá,598,ADV,
tras,598,ADP,
considerar,597,VERB,"considera:118, considero:83, considerado:75, consideran:74, considerar:44, consideraba:41, considerada:27, consideró:19, considerando:17, considere:15, consideramos:14, consideraban:14, considerados:14, consideras:12, consideradas:7, consideren:6, consideraron:5, consideraría:4, consideré:3, considerará:2, considerasen:1, considerase:1, considerara:1"
preparar,595,VERB,"preparar:143, preparando:125, preparó:91, prepara:71, preparado:66, prepararé:17, preparaba:14, prepare:11, prepararon:9, preparan:7, preparamos:7, preparo:6, preparas:6, preparaban:5, preparara:4, preparará:3, preparase:3, preparados:2, prepararía:1, preparadas:1, preparás:1, preparasen:1, prepararán:1"
autobús,594,NOUN,
esas,593,DET,
cansado,592,ADJ,
acerca,591,ADV,
mostrar,591,VERB,"mostró:151, muestra:111, mostrar:91, mostraré:41, muestran:34, mostrado:30, mostraba:28, mostraron:16, mostré:16, mostraban:15, mostrando:14, muestre:13, muestras:7, mostrará:6, mostrara:5, mostraría:3, mostrados:2, muestres:2, muestren:1, mostramos:1, mostrarían:1, mostraran:1, mostrarán:1, mostrase:1"
ocupado,590,ADJ,
interesante,589,ADJ,
capaz,588,ADJ,
servir,588,VERB,"sirve:257, sirven:74, servir:71, sirvió:50, servirá:38, sirva:17, serviría:13, sirvieron:12, sirvan:8, servido:8, servían:7, servía:7, sirviendo:7, sirvo:6, servirán:4, sirves:3, sirviese:1, serviré:1, servida:1, sierva:1, serviremos:1, sirviera:1"
té,584,PROPN,té:2
estudiantes,582,NOUN,
incluso,581,ADV,
atención,580,NOUN,
niña,580,NOUN,niña:3
mamá,580,NOUN,mamá:7
chico,579,NOUN,
demás,577,PRON,
